Ensemble,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbols
ENSMUSG00000085788,0.201202247,0.010158068,0.339731449,0.92486604,NA,NA
ENSMUSG00000084590,0,NA,NA,NA,NA,Mir1896
ENSMUSG00000114702,0,NA,NA,NA,NA,NA
ENSMUSG00000088563,0,NA,NA,NA,NA,Gm23779
ENSMUSG00000078139,1.183386296,0.029437535,0.333469449,0.682518004,NA,AK157302
ENSMUSG00000082396,0.653856597,0.017745972,0.339937672,0.717010814,NA,NA
ENSMUSG00000048996,0.96940236,-0.016418503,0.335189998,0.777338704,NA,Or1f12
ENSMUSG00000054890,0.075234921,0.014687493,0.339987039,0.834075211,NA,Or2b7
ENSMUSG00000046016,0.028992815,-0.000759138,0.339821615,0.955828666,NA,Or2w2
ENSMUSG00000051258,0,NA,NA,NA,NA,Or2w4
ENSMUSG00000036658,0,NA,NA,NA,NA,Or2b6
ENSMUSG00000049737,0,NA,NA,NA,NA,Or2w6
ENSMUSG00000108534,0,NA,NA,NA,NA,Or2b2b
ENSMUSG00000108674,0,NA,NA,NA,NA,Or2b2
ENSMUSG00000094338,0.698495009,-0.002356177,0.338117411,0.911471648,NA,H2bc13
ENSMUSG00000071516,1.998990245,-0.036641343,0.338221454,0.508140843,NA,H2ac13
ENSMUSG00000105014,0,NA,NA,NA,NA,NA
ENSMUSG00000101355,0.694488192,0.051029016,0.344278649,0.252479154,NA,H3c10
ENSMUSG00000105238,0,NA,NA,NA,NA,NA
ENSMUSG00000080076,0.624903652,0.016952527,0.340042206,0.670981389,NA,H2ac14-ps
ENSMUSG00000114279,0.512832966,-0.022222937,0.339821008,0.700184107,NA,H2bc14
ENSMUSG00000063021,1.831208285,0.178792187,0.409708356,0.005973203,NA,H2ac15
ENSMUSG00000105580,0,NA,NA,NA,NA,NA
ENSMUSG00000069309,0.639520389,-0.02663843,0.340691812,0.543636349,NA,H2ac22
ENSMUSG00000106281,0,NA,NA,NA,NA,NA
ENSMUSG00000069308,2.125603978,-0.074972032,0.348657737,0.128965323,NA,H2bc22
ENSMUSG00000069307,0.121023849,-0.002078196,0.339763051,0.955822337,NA,H2bc23
ENSMUSG00000094248,0.043691301,-0.000792086,0.339820303,0.955828666,NA,H2ac23
ENSMUSG00000105256,0,NA,NA,NA,NA,NA
ENSMUSG00000094777,0,NA,NA,NA,NA,H2ac24
ENSMUSG00000106440,0,NA,NA,NA,NA,NA
ENSMUSG00000069303,0.048883448,0.012186274,0.339815446,0.924857782,NA,H2bc24
ENSMUSG00000080770,0,NA,NA,NA,NA,Gm11278
ENSMUSG00000088148,0,NA,NA,NA,NA,Mir1983
ENSMUSG00000081576,0,NA,NA,NA,NA,NA
ENSMUSG00000105839,0,NA,NA,NA,NA,NA
ENSMUSG00000085393,0,NA,NA,NA,NA,NA
ENSMUSG00000006720,2.345213445,0.015693614,0.334019953,0.801176979,NA,Zfp184
ENSMUSG00000078917,0.149967537,-0.000899384,0.339813716,0.955823115,NA,NA
ENSMUSG00000081265,0,NA,NA,NA,NA,NA
ENSMUSG00000016982,0,NA,NA,NA,NA,Pom121l2
ENSMUSG00000085827,0.347681884,-0.006110849,0.339840857,0.866845636,NA,NA
ENSMUSG00000043145,0.686933277,-0.026111361,0.341056842,0.332179656,NA,NA
ENSMUSG00000104608,0,NA,NA,NA,NA,NA
ENSMUSG00000069302,0.854590178,-0.01285509,0.340172562,0.446202448,NA,H2ac12
ENSMUSG00000062727,0.887727661,0.024280345,0.338244499,0.610185194,NA,H2bc12
ENSMUSG00000069301,0.723020099,-0.01767539,0.340461311,0.343093037,NA,H2ac11
ENSMUSG00000105433,0,NA,NA,NA,NA,NA
ENSMUSG00000114817,0.142308287,-0.001873973,0.339775441,0.955821223,NA,NA
ENSMUSG00000083873,0,NA,NA,NA,NA,NA
ENSMUSG00000082869,0,NA,NA,NA,NA,NA
ENSMUSG00000084072,0,NA,NA,NA,NA,Gm11285
ENSMUSG00000076237,0,NA,NA,NA,NA,NA
ENSMUSG00000069299,0.064716679,-0.006622843,0.339887321,0.775961099,NA,Vmn1r188
ENSMUSG00000081334,0,NA,NA,NA,NA,Vmn1r-ps94
ENSMUSG00000099611,0,NA,NA,NA,NA,Vmn1r189
ENSMUSG00000081469,0,NA,NA,NA,NA,Vmn1r-ps95
ENSMUSG00000114620,0,NA,NA,NA,NA,Vmn1r-ps96
ENSMUSG00000083167,0,NA,NA,NA,NA,Vmn1r-ps97
ENSMUSG00000089973,0,NA,NA,NA,NA,Vmn1r190-ps
ENSMUSG00000083319,0,NA,NA,NA,NA,NA
ENSMUSG00000095916,0,NA,NA,NA,NA,Vmn1r191
ENSMUSG00000083348,0,NA,NA,NA,NA,Vmn1r-ps99
ENSMUSG00000099787,0,NA,NA,NA,NA,Vmn1r192
ENSMUSG00000096817,0,NA,NA,NA,NA,NA
ENSMUSG00000095684,0,NA,NA,NA,NA,NA
ENSMUSG00000046932,0,NA,NA,NA,NA,Vmn1r193
ENSMUSG00000069297,0,NA,NA,NA,NA,Vmn1r194
ENSMUSG00000069296,0,NA,NA,NA,NA,Vmn1r195
ENSMUSG00000084038,0.017697869,-0.000736279,0.339822974,0.955828139,NA,NA
ENSMUSG00000069295,0,NA,NA,NA,NA,Vmn1r196
ENSMUSG00000082785,0,NA,NA,NA,NA,Vmn1r-ps100
ENSMUSG00000069294,0,NA,NA,NA,NA,Vmn1r197
ENSMUSG00000114499,0,NA,NA,NA,NA,NA
ENSMUSG00000095125,0,NA,NA,NA,NA,Vmn1r198
ENSMUSG00000114666,0,NA,NA,NA,NA,Vmn1r-ps101
ENSMUSG00000069292,0,NA,NA,NA,NA,Vmn1r199
ENSMUSG00000081080,0,NA,NA,NA,NA,Vmn1r-ps102
ENSMUSG00000101073,0,NA,NA,NA,NA,Vmn1r200
ENSMUSG00000084924,0,NA,NA,NA,NA,Vmn1r-ps103
ENSMUSG00000081283,0,NA,NA,NA,NA,Vmn1r-ps104
ENSMUSG00000083940,0,NA,NA,NA,NA,NA
ENSMUSG00000094898,0,NA,NA,NA,NA,Vmn1r201
ENSMUSG00000081717,0,NA,NA,NA,NA,NA
ENSMUSG00000080697,0,NA,NA,NA,NA,Vmn1r-ps107
ENSMUSG00000081495,0,NA,NA,NA,NA,Vmn1r-ps108
ENSMUSG00000094379,0,NA,NA,NA,NA,Vmn1r202
ENSMUSG00000069289,0.042510678,-0.000790552,0.339820511,0.955828666,NA,Vmn1r203
ENSMUSG00000087688,0,NA,NA,NA,NA,NA
ENSMUSG00000094637,0,NA,NA,NA,NA,Vmn1r204
ENSMUSG00000100296,0,NA,NA,NA,NA,Vmn1r205
ENSMUSG00000101578,0.055670874,-0.000825258,0.339818195,0.955826245,NA,Vmn1r206
ENSMUSG00000081914,0,NA,NA,NA,NA,Vmn1r-ps109
ENSMUSG00000083413,0,NA,NA,NA,NA,Vmn1r-ps110
ENSMUSG00000082178,0,NA,NA,NA,NA,Gm11307
ENSMUSG00000083673,0,NA,NA,NA,NA,Vmn1r-ps111
ENSMUSG00000085221,0,NA,NA,NA,NA,NA
ENSMUSG00000084136,0,NA,NA,NA,NA,Vmn1r207
ENSMUSG00000082540,0,NA,NA,NA,NA,NA
ENSMUSG00000081531,0,NA,NA,NA,NA,Vmn1r-ps113
ENSMUSG00000080730,0,NA,NA,NA,NA,NA
ENSMUSG00000071493,0,NA,NA,NA,NA,Vmn1r208
ENSMUSG00000087643,0,NA,NA,NA,NA,NA
ENSMUSG00000071491,0,NA,NA,NA,NA,Vmn1r209
ENSMUSG00000061296,0,NA,NA,NA,NA,Vmn1r210
ENSMUSG00000083297,0,NA,NA,NA,NA,Vmn1r-ps114
ENSMUSG00000063998,0,NA,NA,NA,NA,Vmn1r211
ENSMUSG00000082037,0,NA,NA,NA,NA,NA
ENSMUSG00000089615,0,NA,NA,NA,NA,Gm23774
ENSMUSG00000071490,0,NA,NA,NA,NA,Vmn1r212
ENSMUSG00000114527,0,NA,NA,NA,NA,NA
ENSMUSG00000094264,0,NA,NA,NA,NA,Gm11320
ENSMUSG00000082340,0,NA,NA,NA,NA,Gm11321
ENSMUSG00000082268,0,NA,NA,NA,NA,NA
ENSMUSG00000094485,0,NA,NA,NA,NA,Gm11322
ENSMUSG00000081060,0,NA,NA,NA,NA,Gm11318
ENSMUSG00000079064,0,NA,NA,NA,NA,NA
ENSMUSG00000060024,0,NA,NA,NA,NA,Vmn1r213
ENSMUSG00000082656,0,NA,NA,NA,NA,Vmn1r-ps125
ENSMUSG00000061829,0,NA,NA,NA,NA,Vmn1r214
ENSMUSG00000114394,0,NA,NA,NA,NA,Gm19153
ENSMUSG00000083124,0,NA,NA,NA,NA,Vmn1r-ps126
ENSMUSG00000099917,0,NA,NA,NA,NA,Vmn1r215
ENSMUSG00000115697,0,NA,NA,NA,NA,NA
ENSMUSG00000116057,0,NA,NA,NA,NA,Vmn1r216
ENSMUSG00000080861,0,NA,NA,NA,NA,NA
ENSMUSG00000081912,0,NA,NA,NA,NA,Vmn1r-ps127
ENSMUSG00000115791,0,NA,NA,NA,NA,Vmn1r217
ENSMUSG00000084315,0,NA,NA,NA,NA,Vmn1r-ps128
ENSMUSG00000115020,0,NA,NA,NA,NA,Vmn1r218
ENSMUSG00000061376,0.03534749,-0.000808025,0.339820908,0.955828139,NA,Vmn1r219
ENSMUSG00000096099,0,NA,NA,NA,NA,Vmn1r220
ENSMUSG00000114699,0,NA,NA,NA,NA,NA
ENSMUSG00000080794,0,NA,NA,NA,NA,Vmn1r-ps132
ENSMUSG00000082316,0,NA,NA,NA,NA,Vmn1r221
ENSMUSG00000114811,0,NA,NA,NA,NA,NA
ENSMUSG00000061022,0,NA,NA,NA,NA,Vmn1r222
ENSMUSG00000069280,0,NA,NA,NA,NA,Vmn1r223
ENSMUSG00000082593,0.078356852,-0.001236928,0.339795738,0.955825611,NA,NA
ENSMUSG00000084096,0,NA,NA,NA,NA,Vmn1r-ps135
ENSMUSG00000085488,0,NA,NA,NA,NA,4930557F10Rik
ENSMUSG00000085122,0,NA,NA,NA,NA,4933404K08Rik
ENSMUSG00000080698,0,NA,NA,NA,NA,NA
ENSMUSG00000087097,0,NA,NA,NA,NA,4930586N03Rik
ENSMUSG00000083667,0,NA,NA,NA,NA,NA
ENSMUSG00000000706,0.167097128,-0.001313494,0.339791873,0.955823544,NA,Btn1a1
ENSMUSG00000053216,0.028060589,-0.000810352,0.339821176,0.955828139,NA,Btn2a2
ENSMUSG00000104750,0,NA,NA,NA,NA,NA
ENSMUSG00000085016,1.017764962,0.001316593,0.336695064,0.956424861,NA,NA
ENSMUSG00000061991,1.970375457,-0.016385759,0.334362177,0.784684165,NA,H2ac10
ENSMUSG00000105109,0,NA,NA,NA,NA,NA
ENSMUSG00000100210,2.224318336,-0.039581273,0.3366001,0.544093698,NA,H3c7
ENSMUSG00000069274,0.711405829,-0.020084042,0.339881845,0.733291434,NA,H4c6
ENSMUSG00000104771,0,NA,NA,NA,NA,NA
ENSMUSG00000105924,0,NA,NA,NA,NA,NA
ENSMUSG00000080741,0,NA,NA,NA,NA,NA
ENSMUSG00000084753,0,NA,NA,NA,NA,Gm22452
ENSMUSG00000088030,0,NA,NA,NA,NA,NA
ENSMUSG00000104997,0,NA,NA,NA,NA,NA
ENSMUSG00000036211,0.23826794,-0.006920377,0.339926685,0.717868371,NA,H1f6
ENSMUSG00000060678,3.035647461,0.051507048,0.337062651,0.478979536,NA,H4c3
ENSMUSG00000006611,1951.839709,-1.840178571,0.719487377,NA,NA,Hfe
ENSMUSG00000083206,0.22662579,-0.006285703,0.339856876,0.866848298,NA,NA
ENSMUSG00000080999,0.384886674,0.010005755,0.33971872,0.924871145,NA,H2ac5-ps
ENSMUSG00000106595,0,NA,NA,NA,NA,NA
ENSMUSG00000075031,1.565939333,0.020936493,0.336552396,0.726115603,NA,H2bc3
ENSMUSG00000106203,0,NA,NA,NA,NA,NA
ENSMUSG00000075029,0.06138917,-0.001182584,0.339797723,0.955826556,NA,NA
ENSMUSG00000069266,0.25686821,0.00535421,0.339252684,0.922801172,NA,H4c2
ENSMUSG00000060093,2.92782989,0.150219725,0.381547643,0.058992328,NA,H4c1
ENSMUSG00000069265,2.953811912,0.157529629,0.390984684,0.015457985,NA,H3c1
ENSMUSG00000064140,1.257728168,0.042754101,0.340552083,0.396223662,NA,Trim38
ENSMUSG00000087173,0,NA,NA,NA,NA,NA
ENSMUSG00000036110,0.041262515,-0.006010246,0.339835903,0.866858651,NA,Slc17a2
ENSMUSG00000036083,0,NA,NA,NA,NA,Slc17a3
ENSMUSG00000021335,0.043691301,-0.000792086,0.339820303,0.955828666,NA,Slc17a1
ENSMUSG00000021336,0.197026682,-0.006776369,0.339907263,0.770117096,NA,Slc17a4
ENSMUSG00000082558,0,NA,NA,NA,NA,NA
ENSMUSG00000050799,0.055459487,-0.000811209,0.339818941,0.955827239,NA,H2bc1
ENSMUSG00000060081,0,NA,NA,NA,NA,H2ac1
ENSMUSG00000105874,0,NA,NA,NA,NA,NA
ENSMUSG00000021337,0,NA,NA,NA,NA,Scgn
ENSMUSG00000087603,0,NA,NA,NA,NA,NA
ENSMUSG00000081707,0,NA,NA,NA,NA,Gm11343
ENSMUSG00000083409,0,NA,NA,NA,NA,NA
ENSMUSG00000089580,0,NA,NA,NA,NA,Gm23340
ENSMUSG00000081909,0,NA,NA,NA,NA,Gm11341
ENSMUSG00000118631,0,NA,NA,NA,NA,NA
ENSMUSG00000084788,0.054825335,-0.001186545,0.339797971,0.955826556,NA,NA
ENSMUSG00000083165,0.556043025,-0.002480291,0.33971864,0.942425259,NA,NA
ENSMUSG00000089413,0,NA,NA,NA,NA,Gm22013
ENSMUSG00000085603,0.308872174,-0.001841647,0.33976967,0.955816591,NA,NA
ENSMUSG00000085861,0.440880527,0.024299026,0.340425786,0.598844991,NA,Armh2
ENSMUSG00000006711,0.625742946,-0.003847473,0.339661141,0.922750995,NA,D130043K22Rik
ENSMUSG00000086796,0.233994509,-0.001851072,0.339771467,0.955819149,NA,4932702P03Rik
ENSMUSG00000086448,0.185612117,0.009473333,0.339694998,0.924866065,NA,NA
ENSMUSG00000021340,2.160847364,0.063991245,0.338593621,0.436031545,NA,Gpld1
ENSMUSG00000114228,0,NA,NA,NA,NA,NA
ENSMUSG00000035910,0.06865645,-0.001202671,0.339797175,0.955827084,NA,Dcdc2a
ENSMUSG00000082667,0,NA,NA,NA,NA,NA
ENSMUSG00000048978,0.82134429,0.042267006,0.338863721,0.496379779,NA,Nrsn1
ENSMUSG00000114427,0,NA,NA,NA,NA,NA
ENSMUSG00000083919,0,NA,NA,NA,NA,Tpi-rs8
ENSMUSG00000080840,0,NA,NA,NA,NA,Gm11349
ENSMUSG00000082161,0,NA,NA,NA,NA,NA
ENSMUSG00000086531,0,NA,NA,NA,NA,Gm11351
ENSMUSG00000084358,0,NA,NA,NA,NA,Gm11352
ENSMUSG00000084811,0,NA,NA,NA,NA,1700092E19Rik
ENSMUSG00000114660,0,NA,NA,NA,NA,NA
ENSMUSG00000114225,0,NA,NA,NA,NA,NA
ENSMUSG00000045835,0,NA,NA,NA,NA,Hdgfl1
ENSMUSG00000114342,0,NA,NA,NA,NA,NA
ENSMUSG00000081653,0,NA,NA,NA,NA,LOC118568034
ENSMUSG00000082236,0,NA,NA,NA,NA,NA
ENSMUSG00000114646,0,NA,NA,NA,NA,NA
ENSMUSG00000021342,0.083189231,-0.0008078,0.339817098,0.955826402,NA,Prl
ENSMUSG00000057170,0.026145772,-0.000761006,0.339822084,0.955828666,NA,Prl3d1
ENSMUSG00000062737,0.028992815,-0.000759138,0.339821615,0.955828666,NA,Prl3d2
ENSMUSG00000062201,0,NA,NA,NA,NA,Prl3d3
ENSMUSG00000017922,0,NA,NA,NA,NA,Prl3c1
ENSMUSG00000038891,0,NA,NA,NA,NA,Prl3b1
ENSMUSG00000038883,0,NA,NA,NA,NA,Prl3a1
ENSMUSG00000086698,0,NA,NA,NA,NA,NA
ENSMUSG00000118612,0,NA,NA,NA,NA,NA
ENSMUSG00000083096,0,NA,NA,NA,NA,NA
ENSMUSG00000069259,0,NA,NA,NA,NA,Prl6a1
ENSMUSG00000089749,0,NA,NA,NA,NA,NA
ENSMUSG00000082306,0,NA,NA,NA,NA,NA
ENSMUSG00000018259,0.126947554,-0.000880135,0.339814893,0.955824613,NA,Prl8a2
ENSMUSG00000069258,0,NA,NA,NA,NA,Prl2b1
ENSMUSG00000021345,0,NA,NA,NA,NA,Prl8a6
ENSMUSG00000021346,0,NA,NA,NA,NA,Prl8a8
ENSMUSG00000006490,0,NA,NA,NA,NA,Prl8a9
ENSMUSG00000019756,0,NA,NA,NA,NA,Prl8a1
ENSMUSG00000021347,0,NA,NA,NA,NA,Prl7b1
ENSMUSG00000006488,0,NA,NA,NA,NA,Prl7a1
ENSMUSG00000046899,0,NA,NA,NA,NA,Prl7a2
ENSMUSG00000083946,0,NA,NA,NA,NA,Gm11359
ENSMUSG00000021348,0,NA,NA,NA,NA,Prl7d1
ENSMUSG00000060738,0,NA,NA,NA,NA,Prl7c1
ENSMUSG00000022886,0,NA,NA,NA,NA,Prl2a1
ENSMUSG00000062551,0,NA,NA,NA,NA,Prl2c1
ENSMUSG00000095744,0,NA,NA,NA,NA,NA
ENSMUSG00000113672,0,NA,NA,NA,NA,NA
ENSMUSG00000113281,0,NA,NA,NA,NA,Gm11360
ENSMUSG00000113916,0,NA,NA,NA,NA,Gm18881
ENSMUSG00000005891,0,NA,NA,NA,NA,Prl4a1
ENSMUSG00000114182,0,NA,NA,NA,NA,NA
ENSMUSG00000017064,0,NA,NA,NA,NA,Prl5a1
ENSMUSG00000113418,0,NA,NA,NA,NA,NA
ENSMUSG00000113216,2.028777884,-0.017085223,0.333431581,0.788606373,NA,NA
ENSMUSG00000085936,0.327554881,0.009500263,0.33970192,0.924868713,NA,2610307P16Rik
ENSMUSG00000086785,0,NA,NA,NA,NA,NA
ENSMUSG00000099158,0,NA,NA,NA,NA,Mir6368
ENSMUSG00000092093,0,NA,NA,NA,NA,NA
ENSMUSG00000082861,0,NA,NA,NA,NA,NA
ENSMUSG00000113352,0,NA,NA,NA,NA,Gm34639
ENSMUSG00000086363,0,NA,NA,NA,NA,A330102I10Rik
ENSMUSG00000082730,0,NA,NA,NA,NA,NA
ENSMUSG00000086423,0,NA,NA,NA,NA,NA
ENSMUSG00000086893,0.72492429,0.065261538,0.346148968,0.194726937,NA,NA
ENSMUSG00000085188,0.100211593,-0.000856736,0.33981625,0.955825912,NA,NA
ENSMUSG00000113366,0,NA,NA,NA,NA,NA
ENSMUSG00000083676,0,NA,NA,NA,NA,NA
ENSMUSG00000084669,0.029747938,0.013994328,0.339925415,0.924856205,NA,Gm23206
ENSMUSG00000082648,0.029747938,0.013994328,0.339925415,0.924856205,NA,Gm11366
ENSMUSG00000049115,0.168891921,0.015739581,0.34007896,0.762814389,NA,Agtr1a
ENSMUSG00000113424,2.085035012,-0.107210127,0.361606748,0.053204682,NA,NA
ENSMUSG00000083882,0,NA,NA,NA,NA,NA
ENSMUSG00000086263,0,NA,NA,NA,NA,4930519D14Rik
ENSMUSG00000081905,0,NA,NA,NA,NA,NA
ENSMUSG00000076430,0.762433269,-0.014730603,0.338418462,0.739363086,NA,Hus1b
ENSMUSG00000056257,1.281607895,0.01626915,0.335694779,0.776085583,NA,NA
ENSMUSG00000082014,0,NA,NA,NA,NA,NA
ENSMUSG00000114161,0,NA,NA,NA,NA,NA
ENSMUSG00000084175,0,NA,NA,NA,NA,NA
ENSMUSG00000087460,0,NA,NA,NA,NA,4930401O12Rik
ENSMUSG00000087662,0,NA,NA,NA,NA,NA
ENSMUSG00000085620,0.099698712,-0.000850406,0.339816442,0.955826153,NA,NA
ENSMUSG00000088693,0,NA,NA,NA,NA,Gm22330
ENSMUSG00000087140,0,NA,NA,NA,NA,NA
ENSMUSG00000089052,0,NA,NA,NA,NA,Gm23351
ENSMUSG00000090863,0,NA,NA,NA,NA,NA
ENSMUSG00000087220,0,NA,NA,NA,NA,NA
ENSMUSG00000038408,0.180575861,-0.001985259,0.33977236,0.955818476,NA,1700018A04Rik
ENSMUSG00000087276,0,NA,NA,NA,NA,NA
ENSMUSG00000098266,0,NA,NA,NA,NA,NA
ENSMUSG00000065843,0,NA,NA,NA,NA,Gm25186
ENSMUSG00000086144,0.049849356,-0.00077028,0.339819754,0.955828666,NA,NA
ENSMUSG00000113119,0.211203068,0.008732924,0.339387119,0.829319733,NA,NA
ENSMUSG00000083149,0.036023225,-0.000791731,0.339821176,0.955828666,NA,NA
ENSMUSG00000113935,0,NA,NA,NA,NA,NA
ENSMUSG00000112944,0.929739609,0.035994055,0.342136118,0.269373395,NA,NA
ENSMUSG00000113965,1.159021512,0.033711083,0.33915549,0.501105225,NA,NA
ENSMUSG00000085770,0,NA,NA,NA,NA,NA
ENSMUSG00000113449,0.017697869,-0.000736279,0.339822974,0.955828139,NA,NA
ENSMUSG00000044951,0.036023225,-0.000791731,0.339821176,0.955828666,NA,Mylk4
ENSMUSG00000098788,0,NA,NA,NA,NA,NA
ENSMUSG00000042874,0.124115937,-0.001611355,0.339775295,0.955824075,NA,NA
ENSMUSG00000081433,0.109623553,-0.006755648,0.339907685,0.752156872,NA,Serpinb1-ps1
ENSMUSG00000114185,1.470732504,-0.019266425,0.339835993,0.73643933,NA,NA
ENSMUSG00000113726,2.788486431,-0.01847658,0.33110597,0.790047075,NA,NA
ENSMUSG00000083653,0,NA,NA,NA,NA,NA
ENSMUSG00000082893,0,NA,NA,NA,NA,Gm11383
ENSMUSG00000021404,0.027729744,-0.00082829,0.339822375,0.955828666,NA,Serpinb9c
ENSMUSG00000054266,0,NA,NA,NA,NA,Serpinb9d
ENSMUSG00000081237,0,NA,NA,NA,NA,NA
ENSMUSG00000113703,0,NA,NA,NA,NA,NA
ENSMUSG00000062342,0.017697869,-0.000736279,0.339822974,0.955828139,NA,Serpinb9e
ENSMUSG00000038327,0,NA,NA,NA,NA,Serpinb9f
ENSMUSG00000071452,0,NA,NA,NA,NA,Serpinb9h
ENSMUSG00000057726,0.032097867,-0.000775074,0.339821133,0.955828139,NA,Serpinb9g
ENSMUSG00000081903,0,NA,NA,NA,NA,NA
ENSMUSG00000081288,0,NA,NA,NA,NA,Gm11386
ENSMUSG00000082722,0,NA,NA,NA,NA,NA
ENSMUSG00000112963,0.416158918,-0.007285271,0.3399762,0.53391477,NA,Gm6093
ENSMUSG00000089229,0,NA,NA,NA,NA,NA
ENSMUSG00000113016,0,NA,NA,NA,NA,NA
ENSMUSG00000113398,0,NA,NA,NA,NA,NA
ENSMUSG00000083042,0,NA,NA,NA,NA,NA
ENSMUSG00000047889,0,NA,NA,NA,NA,Serpinb6d
ENSMUSG00000082986,0,NA,NA,NA,NA,NA
ENSMUSG00000097202,0,NA,NA,NA,NA,NA
ENSMUSG00000097931,0,NA,NA,NA,NA,NA
ENSMUSG00000097190,0,NA,NA,NA,NA,Gm11394
ENSMUSG00000097054,0,NA,NA,NA,NA,NA
ENSMUSG00000080317,0,NA,NA,NA,NA,Vmn2r-ps94
ENSMUSG00000069248,0,NA,NA,NA,NA,Serpinb6e
ENSMUSG00000052180,0.126759712,0.014395293,0.339970245,0.834077378,NA,Serpinb6c
ENSMUSG00000091462,0,NA,NA,NA,NA,NA
ENSMUSG00000114067,0.017697869,-0.000736279,0.339822974,0.955828139,NA,NA
ENSMUSG00000113645,0.32196263,0.008720211,0.339373602,0.843065956,NA,NA
ENSMUSG00000113883,0,NA,NA,NA,NA,NA
ENSMUSG00000088573,0,NA,NA,NA,NA,NA
ENSMUSG00000113430,0.055670874,-0.000825258,0.339818195,0.955826245,NA,NA
ENSMUSG00000113843,0.027729744,-0.00082829,0.339822375,0.955828666,NA,Gm6129
ENSMUSG00000114170,0,NA,NA,NA,NA,NA
ENSMUSG00000113998,0.123787546,-0.006963815,0.339932224,0.678308352,NA,Gm40909
ENSMUSG00000113554,0,NA,NA,NA,NA,NA
ENSMUSG00000113185,0.315012768,0.008709036,0.339677513,0.924870055,NA,NA
ENSMUSG00000086786,0,NA,NA,NA,NA,Gm15908
ENSMUSG00000113044,0,NA,NA,NA,NA,NA
ENSMUSG00000113615,0,NA,NA,NA,NA,NA
ENSMUSG00000113822,0,NA,NA,NA,NA,NA
ENSMUSG00000113457,0,NA,NA,NA,NA,NA
ENSMUSG00000038246,0.075348933,-0.000836895,0.339817401,0.955826421,NA,Fam50b
ENSMUSG00000113484,0.097075019,-0.006787467,0.339915977,0.717874329,NA,NA
ENSMUSG00000114127,0.052282228,-0.001156545,0.339798516,0.955827084,NA,Gm8231
ENSMUSG00000113170,0.558943428,-0.001310935,0.338209113,0.971163623,NA,NA
ENSMUSG00000021414,0.431706653,-0.001233207,0.339075811,0.875257099,NA,Fam217a
ENSMUSG00000021415,0,NA,NA,NA,NA,Tex56
ENSMUSG00000098209,0,NA,NA,NA,NA,Gm8245
ENSMUSG00000021416,1.024141889,-0.022310074,0.338404667,0.560843755,NA,Eci3
ENSMUSG00000113066,0,NA,NA,NA,NA,NA
ENSMUSG00000114061,0.099698712,-0.000850406,0.339816442,0.955826153,NA,NA
ENSMUSG00000113738,0.695354294,-0.002776872,0.339734185,0.949411178,NA,Gm40910
ENSMUSG00000114233,0.099698712,-0.000850406,0.339816442,0.955826153,NA,NA
ENSMUSG00000113906,0,NA,NA,NA,NA,4930529N20Rik
ENSMUSG00000113770,1.490731526,0.017216832,0.339481354,0.858669934,NA,1700019C18Rik
ENSMUSG00000114237,0,NA,NA,NA,NA,NA
ENSMUSG00000077601,0,NA,NA,NA,NA,Gm22674
ENSMUSG00000114838,0.027098522,-0.000763397,0.339822073,0.955828666,NA,NA
ENSMUSG00000114337,0,NA,NA,NA,NA,NA
ENSMUSG00000114661,0.075348933,-0.000836895,0.339817401,0.955826421,NA,NA
ENSMUSG00000065178,0,NA,NA,NA,NA,Gm22126
ENSMUSG00000114373,2.237118497,0.048739957,0.339149984,0.410828735,NA,NA
ENSMUSG00000114555,1.667044996,0.038271249,0.33523232,0.59943087,NA,NA
ENSMUSG00000114270,0.229403059,0.01329873,0.339912305,0.813466442,NA,NA
ENSMUSG00000114910,0,NA,NA,NA,NA,NA
ENSMUSG00000114647,0,NA,NA,NA,NA,NA
ENSMUSG00000050423,0.323193601,-0.001969448,0.339768973,0.955816775,NA,Ppp1r3g
ENSMUSG00000114340,0.202072926,-0.000870637,0.33934969,0.892820225,NA,NA
ENSMUSG00000114857,0.027989439,-0.00076186,0.339821865,0.955828666,NA,NA
ENSMUSG00000114407,0.06368515,-0.006166406,0.339841414,0.866857088,NA,NA
ENSMUSG00000114371,0.076168532,-0.000841546,0.339817218,0.955826221,NA,NA
ENSMUSG00000114617,2.036451408,0.052592301,0.337955329,0.466402757,NA,NA
ENSMUSG00000114714,0.087551493,-0.001249475,0.339794599,0.955824147,NA,NA
ENSMUSG00000114581,0.055824876,-0.001197951,0.339797778,0.955826556,NA,NA
ENSMUSG00000114387,0,NA,NA,NA,NA,NA
ENSMUSG00000114746,0.037674467,-0.000777602,0.339820518,0.955828666,NA,NA
ENSMUSG00000114851,0.811356878,-0.048666868,0.341329053,0.349164842,NA,NA
ENSMUSG00000077282,0,NA,NA,NA,NA,Gm26395
ENSMUSG00000039114,2.086478821,-0.111404611,0.363784512,0.045023734,NA,Nrn1
ENSMUSG00000114708,0,NA,NA,NA,NA,NA
ENSMUSG00000114483,0,NA,NA,NA,NA,NA
ENSMUSG00000114884,0.042510678,-0.000790552,0.339820511,0.955828666,NA,NA
ENSMUSG00000114329,0,NA,NA,NA,NA,NA
ENSMUSG00000114336,0,NA,NA,NA,NA,Gm18643
ENSMUSG00000114428,0.089243813,0.017912479,0.340251082,0.72460368,NA,NA
